iter	Logloss
224	0.2884113325
225	0.2882531767
226	0.2881546436
227	0.2880722546
228	0.2879752263
229	0.2878950549
230	0.2878271641
231	0.2876363859
232	0.2874827027
233	0.287340277
234	0.2871775929
235	0.2870588015
236	0.2868622631
237	0.2867138065
238	0.2865602056
239	0.2863704053
240	0.2862853715
241	0.286176998
242	0.2860773072
243	0.285971405
244	0.2858536712
245	0.2857136667
246	0.2855869723
247	0.2855188714
248	0.2854193882
249	0.285306405
250	0.2852229228
251	0.2851536314
252	0.2850819567
253	0.2849197095
254	0.2848307855
255	0.2847331392
256	0.2846722832
257	0.2845777599
258	0.284348111
259	0.2842092327
260	0.2841303677
261	0.2839684274
262	0.283853719
263	0.2837550501
264	0.2836452055
265	0.2835559422
266	0.2834568427
267	0.2833824409
268	0.2832873031
269	0.283183262
270	0.2830756686
271	0.2830087726
272	0.2829232673
273	0.2827582918
274	0.2826455911
275	0.2825427628
276	0.2824723434
277	0.2823208763
278	0.2822309227
279	0.2821163691
280	0.2819763409
281	0.2818681346
282	0.2816999125
283	0.2816186483
284	0.281531331
285	0.2814807108
286	0.2813480936
287	0.2812676882
288	0.2810991056
289	0.2808376184
290	0.280738396
291	0.2806591242
292	0.2805937705
293	0.2804804464
294	0.280405442
295	0.2803220286
296	0.2801197771
297	0.2800040139
298	0.2798505052
299	0.2796522634
300	0.2795408901
301	0.2794740933
302	0.2793625062
303	0.2792660561
304	0.279108519
305	0.2789590517
306	0.2788377349
307	0.2787307819
308	0.2786383466
309	0.2784816266
310	0.2783272807
311	0.2781668119
312	0.2781055772
313	0.2780161148
314	0.2779577872
315	0.277877659
316	0.2777327476
317	0.2776494839
318	0.2775280374
319	0.2774334748
320	0.2773687477
321	0.2772760146
322	0.2770708277
323	0.2769562539
324	0.2768212208
325	0.2767362842
326	0.2765875197
327	0.2764671705
328	0.2763046063
329	0.276143922
330	0.2760526105
331	0.2759852797
332	0.2759111763
333	0.2758155702
334	0.2757180823
335	0.2756295816
336	0.2755441286
337	0.2753976419
338	0.2753174269
339	0.2751930715
340	0.2751002047
341	0.27501903
342	0.274968619
343	0.2749025351
344	0.2747978393
345	0.2747251438
346	0.2746193237
347	0.2745238966
348	0.2744455554
349	0.2743647298
350	0.2742470966
351	0.2741109526
352	0.2739708513
353	0.2738221517
354	0.2737262654
355	0.2736603796
356	0.2735344706
357	0.2733698515
358	0.273275355
359	0.273200558
360	0.2731191169
361	0.2730062489
362	0.2729106585
363	0.2728073866
364	0.2727012934
365	0.2726363085
366	0.2725735302
367	0.2724660266
368	0.2723714705
369	0.2722913025
370	0.2722410453
371	0.2721424136
372	0.2720925369
373	0.2720055033
374	0.2718894769
375	0.2718217257
376	0.2716907592
377	0.2715290486
378	0.2714164449
379	0.2713073532
380	0.2712057805
381	0.2711357042
382	0.2710371631
383	0.2709575485
384	0.270877055
385	0.2707704986
386	0.2706446658
387	0.2705618369
388	0.2705147339
389	0.2704259262
390	0.2703475927
391	0.2702694928
392	0.2701390271
393	0.2699525977
394	0.2698107032
395	0.2697578329
396	0.2696735391
397	0.2696180895
398	0.2695359134
399	0.2694625992
400	0.2694033104
401	0.2693061563
402	0.2691341233
403	0.2690241305
404	0.268941163
405	0.2688147755
406	0.2687587462
407	0.2686034722
408	0.2684741744
409	0.2683444226
410	0.2682536497
411	0.268194952
412	0.2680816484
413	0.2679714732
414	0.2679127702
415	0.2678579829
416	0.2677619578
417	0.2676609622
418	0.2675412047
419	0.2674629859
420	0.2673857481
421	0.2672803833
422	0.2671363154
423	0.2670832973
424	0.2669985125
425	0.2669181674
426	0.2668156449
427	0.2667564424
428	0.2666713097
429	0.2665463309
430	0.266443082
431	0.2663148525
432	0.2662542143
433	0.2661905357
434	0.2660604519
435	0.2659415327
436	0.2658740243
437	0.2658137883
438	0.2657088949
439	0.2656247643
440	0.2655641703
441	0.265475827
442	0.2653534947
443	0.2652765972
444	0.2652291665
445	0.2650664691
446	0.264974347
447	0.2649048331
448	0.2647557985
449	0.2646581984
450	0.2645835434
451	0.264482284
452	0.2643904483
453	0.2642732686
454	0.264105972
455	0.2640498759
456	0.2638827233
457	0.2638121034
458	0.26370169
459	0.2636279229
460	0.2635396748
461	0.2634162462
462	0.2633471938
463	0.2632918021
464	0.2631958302
465	0.2630708776
466	0.2629766007
467	0.2628679043
468	0.2627876604
469	0.2627357412
470	0.2626625551
471	0.262526172
472	0.2624726613
473	0.2623958719
474	0.2622647613
475	0.2621871422
476	0.2621134812
477	0.2620641113
478	0.2619737428
479	0.2618817517
480	0.2617525949
481	0.2617062008
482	0.2615962224
483	0.2614614762
484	0.2614044163
485	0.2613302615
486	0.2612567699
487	0.2611686404
488	0.261118916
489	0.2609659358
490	0.2608792634
491	0.2608036632
492	0.2607043846
493	0.2606635988
494	0.2605585372
495	0.2605006442
496	0.2604739711
497	0.2603338125
498	0.2601668262
499	0.2600500454
500	0.2598836021
501	0.259806396
502	0.2597071285
503	0.2595943703
504	0.2594735567
505	0.2593632241
506	0.2592728603
507	0.2591656579
508	0.2591135425
509	0.2590543407
510	0.25895243
511	0.2588260168
512	0.258787432
513	0.2587165531
514	0.2586460234
515	0.2585374453
516	0.2584556452
517	0.2583847348
518	0.2582880315
519	0.2582259462
520	0.25817471
521	0.2581084777
522	0.2579746432
523	0.2578817865
524	0.257803954
525	0.2577081906
526	0.2575458357
527	0.2574404453
528	0.257340866
529	0.2572243922
530	0.2571108222
531	0.2569941818
532	0.2568834794
533	0.2568170667
534	0.2567434668
535	0.2566681599
536	0.2565692256
537	0.2564890201
538	0.256428035
539	0.2563609134
540	0.2563234824
541	0.256283161
542	0.2562228737
543	0.2560847732
544	0.2560427432
545	0.2559781406
546	0.2559225017
547	0.2558354617
548	0.2557614357
549	0.2557186815
550	0.2556515396
551	0.2555847364
552	0.2554841551
553	0.2553835069
554	0.2553222869
555	0.2552758204
556	0.2552352364
557	0.2551722872
558	0.2550549518
559	0.2549393732
560	0.2548091655
561	0.2547520911
562	0.2546707736
563	0.2545949404
564	0.2544936832
565	0.2544008675
566	0.2543465131
567	0.2542415226
568	0.2541197424
569	0.2540655058
570	0.2539523443
571	0.2538976502
572	0.2538322611
573	0.2537719554
574	0.2536507686
575	0.2535302974
576	0.2534216828
577	0.253352949
578	0.2532116449
579	0.253156168
580	0.253010682
581	0.2529407583
582	0.252812987
583	0.2527251947
584	0.2526620095
585	0.2525344693
586	0.2524956815
587	0.2524486638
588	0.2523713946
589	0.2522980705
590	0.2522538735
591	0.2521439538
592	0.2520249011
593	0.2519019305
594	0.2518686126
595	0.2517082335
596	0.2516109137
597	0.2514973902
598	0.2513631827
599	0.2512750271
600	0.2512087999
601	0.2511221284
602	0.2510607207
603	0.2509378132
604	0.2508808387
605	0.2508179103
606	0.2507762122
607	0.2506761841
608	0.2505469056
609	0.2505010945
610	0.2504403113
611	0.2503958428
612	0.2502806527
613	0.2501762823
614	0.250135434
615	0.2500118982
616	0.2499234823
617	0.249800288
618	0.2497106149
619	0.2496431587
620	0.2495297545
621	0.249475562
622	0.2494016417
623	0.2493396288
624	0.2492616337
625	0.249155015
626	0.2490069317
627	0.2489461599
628	0.2489191747
629	0.2488200837
630	0.2487161788
631	0.2485898832
632	0.2485275234
633	0.2484668889
634	0.2483859794
635	0.2483084928
636	0.2482393483
637	0.2481026881
638	0.2480092527
639	0.2479599385
640	0.2478609628
641	0.2477937095
642	0.2477442995
643	0.2476477264
644	0.2475520061
645	0.2474955151
646	0.2473862415
647	0.2473353935
648	0.2472715968
649	0.2472236116
650	0.2471279682
651	0.2469944666
652	0.2469001673
653	0.2467913646
654	0.24670177
655	0.2465974447
656	0.2465590651
657	0.2464689104
658	0.2464196462
659	0.2463512456
660	0.2462739355
661	0.2462420566
662	0.2461444618
663	0.2460652844
664	0.2459561401
665	0.245923228
666	0.2458643699
667	0.2458184477
668	0.2457485694
669	0.2457199457
670	0.2456109123
671	0.2455656823
672	0.2455029655
673	0.2454510821
674	0.2453462177
675	0.2452978271
676	0.2452005816
677	0.2451378693
678	0.2450530209
679	0.2449597901
680	0.244884629
681	0.2448460916
682	0.2447404374
683	0.244702159
684	0.2445902671
685	0.2445418242
686	0.2444530761
687	0.2444114459
688	0.2443628625
689	0.2442965103
690	0.2442384271
691	0.2441452931
692	0.2441137157
693	0.2440594906
694	0.2440194024
695	0.2438938224
696	0.2437972533
697	0.243721393
698	0.2436297238
699	0.2435742584
700	0.2435412899
701	0.2434860393
702	0.2434469248
703	0.2433792145
704	0.2433444686
705	0.2432732077
706	0.2432333365
707	0.2431713654
708	0.2431253396
709	0.2430490649
710	0.2429693134
711	0.2428805061
712	0.2427833857
713	0.2427460025
714	0.2426674415
715	0.2425503669
716	0.2425123569
717	0.2424765107
718	0.2424455305
719	0.2423294759
720	0.2422464507
721	0.2421958564
722	0.2421144285
723	0.2420599114
724	0.241979613
725	0.2418915301
726	0.2418229225
727	0.2417819796
728	0.2417196608
729	0.2416489037
730	0.2416055737
731	0.2415221103
732	0.2414613347
733	0.2413636228
734	0.2412865709
735	0.2412014757
736	0.2411166528
737	0.2410713288
738	0.2410332732
739	0.2409378095
740	0.2408915599
741	0.2408255244
742	0.2406789334
743	0.2406334505
744	0.2405355121
745	0.2404578037
746	0.2403976962
747	0.2403520967
748	0.2402787138
749	0.2402019734
750	0.2401268834
751	0.240069824
752	0.2400015727
753	0.2398782025
754	0.2398311304
755	0.23974023
756	0.2396402999
757	0.2396142009
758	0.2395371194
759	0.2394750553
760	0.239459027
761	0.239408639
762	0.2393591536
763	0.2393388538
764	0.2393036356
765	0.2392686976
766	0.2392277772
767	0.2391848461
768	0.2391035608
769	0.239007421
770	0.2389464547
771	0.238890656
772	0.238813164
773	0.2387525056
774	0.2387175313
775	0.238662786
776	0.2386097028
777	0.2385471205
778	0.2385030656
779	0.2384608934
780	0.2384190925
781	0.2383722548
782	0.2383320014
783	0.2382635147
784	0.2382230379
785	0.2381179362
786	0.2380178425
787	0.23790486
788	0.2378192184
789	0.2377378139
790	0.237696914
791	0.2376251853
792	0.2375354643
793	0.2374950252
794	0.2374517293
795	0.237420228
796	0.2373588945
797	0.237309252
798	0.2372604679
799	0.2371499894
800	0.2370934783
801	0.2370019126
802	0.2369563262
803	0.2368477048
804	0.2367697404
805	0.2367013918
806	0.2366491943
807	0.2365773031
808	0.2364961452
809	0.2364263518
810	0.236331884
811	0.2362759772
812	0.2362061892
813	0.2361649003
814	0.2361165971
815	0.2360068557
816	0.2359144461
817	0.2358455886
818	0.235756481
819	0.2357062414
820	0.2356364664
821	0.2355570245
822	0.2354752914
823	0.2354162293
824	0.2353917331
825	0.2353160945
826	0.2352517824
827	0.2351951179
828	0.2351572343
829	0.2351100612
830	0.2350364249
831	0.234989044
832	0.2349370365
833	0.2348980438
834	0.2348099355
835	0.2346849646
836	0.234636439
837	0.2345478602
838	0.2344817118
839	0.2344036651
840	0.2344001887
841	0.2343730463
842	0.2343156104
843	0.2342850303
844	0.234198365
845	0.2341436951
846	0.234046343
847	0.2339580591
848	0.2338727161
849	0.2337838326
850	0.233698733
851	0.2336685417
852	0.2335956229
853	0.2335412197
854	0.2335097239
855	0.2334580643
856	0.2334036219
857	0.2333558718
858	0.2332822198
859	0.2331939625
860	0.2331030201
861	0.2330529168
862	0.2329862607
863	0.2328758818
864	0.2328369444
865	0.2327617185
866	0.232732795
867	0.2326648356
868	0.2325999503
869	0.2325211296
870	0.2324459048
871	0.2323547136
872	0.2322867133
873	0.2322136641
874	0.2321336609
875	0.2320861988
876	0.2320303508
877	0.2319879629
878	0.2319198979
879	0.2318516776
880	0.2318015028
881	0.2317602705
882	0.2317315627
883	0.2316998658
884	0.2316754949
885	0.2316387521
886	0.2316160279
887	0.2315297659
888	0.2314936614
889	0.2314076533
890	0.231367237
891	0.2312815022
892	0.2312023716
893	0.2311162251
894	0.2310765949
895	0.2309938795
896	0.2308967406
897	0.2308426091
898	0.2307758458
899	0.2306942653
900	0.2306097325
901	0.2305394247
902	0.2305044737
903	0.2304142718
904	0.2303638188
905	0.2302811102
906	0.2302286029
907	0.2301451537
908	0.2300702752
909	0.2300059116
910	0.2299496784
911	0.229906263
912	0.2298404315
913	0.2297439226
914	0.2296860514
915	0.229590146
916	0.229508868
917	0.2294384151
918	0.2293533084
919	0.2292461677
920	0.229174426
921	0.2291201927
922	0.2290751388
923	0.2290017063
924	0.2289189091
925	0.228884119
926	0.2288169586
927	0.2287376088
928	0.228706248
929	0.2286087631
930	0.2285692955
931	0.2285335637
932	0.2284382867
933	0.2283801599
934	0.2282958636
935	0.2282291595
936	0.2281616745
937	0.2280911479
938	0.2280492108
939	0.2279683176
940	0.2279345182
941	0.2278468584
942	0.2277968018
943	0.227729065
944	0.2276774907
945	0.22765408
946	0.2275999782
947	0.2275528269
948	0.2274857588
949	0.2274420337
950	0.227374586
951	0.227267173
952	0.2271787143
953	0.2270979367
954	0.2270673825
955	0.2270018115
956	0.2269184243
957	0.2268650401
958	0.2268209643
959	0.2267473534
960	0.2266744143
961	0.2266456783
962	0.2265993058
963	0.2265467046
964	0.2265072213
965	0.2264282433
966	0.2263530989
967	0.2263052978
968	0.2262589466
969	0.2261715254
970	0.2261261499
971	0.2260771733
972	0.2259697571
973	0.225884224
974	0.2258401527
975	0.2258037048
976	0.2257652767
977	0.2257492681
978	0.2257151302
979	0.2256672524
980	0.2256233037
981	0.2255690434
982	0.2255306133
983	0.2255014826
984	0.2254614386
985	0.2254256952
986	0.2253869619
987	0.2253276343
988	0.2252916287
989	0.2252439387
990	0.2252001416
991	0.2251776111
992	0.2250886546
993	0.2250442972
994	0.2250134145
995	0.2249393106
996	0.2248840767
997	0.2248382706
998	0.2247321266
999	0.2246752405
